ASUS ROG GU501GM BI7N8 15.6in. Core i7 8750H 16 GB RAM 128GB SSD and 1 TB Hybrid,$850.00,US,$650.00,US,,Used,https://www.ebay.com/itm/404341716059?epid=13031088607&hash=item5e24a4f45b%3Ag%3AHmoAAOSwiQVkWPwm&amdata=enc%3AAQAIAAAAwNEjPL3yAqzw%2BVQoCEWmV1Fckl7RKdEcrM0FvhFe43nFOGIttNh7br%2B8tiInBNKLbx5VJ133XFLHCha%2FM8JddsVojM%2Bncqj0ZthmK1ubiKTWOfvHN5bhlyKTJLOVcqrvowet0sznXjuVclLduzJWGu4viB5%2BAychspw9Eg%2Br%2FY8w%2B8tWG58UkXphpId7gN0WxoxI52ELq6mqXDe%2BeZ5WjXKN%2FiOjrahvsqsjhn8AgMP8AO9rinBd7gzuQyp5%2FiU1Gg%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Dell Latitude 5480 14'' (256GB SSD, Intel Core i5-7300U, 2.6GHz, 8GB RAM) Laptop",,,$190.00,US,,Used,https://www.ebay.com/itm/314657906867?epid=18053983717&hash=item494312a0b3%3Ag%3A8t8AAOSwtZJkWJDE&amdata=enc%3AAQAIAAAAwPA0SpCevVMWoy89ojkmtM9uUpRvVvY5uBjJTgPfMEx3FoaWVdLcDr3FJJFpQ%2Fp9KplfSawYX%2FDs2pPoyDRzQ4azxF8euUvJiUWk6SCmjY6DC7kzBDYDXb48JgLjAgBKnjSBKOIPm20ne2YETEqENrXIqn6dmkneplkjGBWe9Ircf5R7CJ%2F5VYX%2BPsvj9S6o5nqfdQ0AlK4hRZ6TiiqGmKThqCFhol4enfATKAU1Tpac3XDwanHhBByLO6CnJsqolg%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
Alienware X15 R1 15.6'' 512GB SSD Intel Core i7-11800H 360Hz 16GB FREE SHIPPING,,,"$1,495.00",US,,Used,https://www.ebay.com/itm/374763789381?epid=7050839513&hash=item5741a99c45%3Ag%3AyZwAAOSwkttkWIG9&amdata=enc%3AAQAIAAAAwIs8cyljKkLG9mqbh4QdD1D3YxLp5fLsptgKTDGIkNirZ3glMMJSxDT21j1Yr0qjDGrOzfyA37NcxuMZQNJ%2Bd7u4AlqHbyy%2Fj0hGhPww%2FDPUXZ1SfxLv4oSfTKlvamE%2BCTBfQuC3Hm8KVyzEXStXx3NpOlbOrWzSw2YJPvxTK32%2FWMxowCIFXrlVyhcRJ2OoUsF9%2BrPXZ6kwEZJOF05X%2FAnel9Ahk5RnJeSqk3t9vk%2Ft3iRAdCye%2F13tBW2oBYnyPw%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
Lenovo E460 14 inch i5-6200U 2.3GHz 500GB 4GB Notebook,,,$279.00,US,,Open box,https://www.ebay.com/itm/285338386209?hash=item426f7e3f21%3Ag%3AJfgAAOSwNjNkWGCs&amdata=enc%3AAQAIAAAA4J0nslxZS47SUcuwZ8sDvW8NhIg6u3ehv%2BsaPtxef%2Baq26dh3AxP9dyxOyptQ1mxyHW1mdqbFukeH024sv3333%2FpwTKvUIvzqn4W5%2BnlBVk6Km0iuGZ8XB5aidkIEVr77G3jeLp3X4OyjBkRf0YZ%2BPrgXZmNApBypCyu2zsuFHP8zxXVWz85JHO4mQ1KZBbZMvF%2Flf6NObE%2FpaoEV8hXLaGaDFjC9o936innEzqxyDIf%2FRGefnAFvfDpTjr4dyE6p9qH0siBM4cuPVnYMEIai8DbsGTyp%2BJxcr4qqMVRHZy%2F%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
HP Compaq Hewlett Packard NC6000 Laptop Not Tested For Parts,,,$12.99,US,,For parts or not working,https://www.ebay.com/itm/125979201127?epid=1525884101&hash=item1d54f20e67%3Ag%3AR%7EwAAOSwXptkWDqr&amdata=enc%3AAQAIAAAA4PkNdzQcY%2FOyotiIUSaKbNLxSzPs0v3GAAZLO67eA%2FgpLs7B0CCHMBYn2jSqcOnk6nql%2FKkWpD%2BbS8H2ftUsdLHhI58F1slKskZ8V97qUyuZr5kW6TuBX2CQPfwuUFYBCfyWIbVOJU8dZTBlOdMMB30WREuVRWKCSe8W2h43ou7psCIGoCPp1ecU%2BraSf5EasR26yrTkZpRmObpgc3I5UaB2AN3CCaq%2BABwh1C3QyqF%2BvDzzOtLqjniqeT5L2NEBZKZAwcusocv8h2%2BEeKIE8rpQ1Wl14ju%2F%2BR9ecf2kDOSh%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"ASUS ROG Zephyrus G15 GA503QR 15.6"" (1TB SSD, AMD Ryzen 9 5000 Series, Rtx3070)","$1,300.00",US,$900.00,US,,Used,https://www.ebay.com/itm/404340625545?epid=21044273566&hash=item5e24945089%3Ag%3AnvkAAOSwt3lkWC5P&amdata=enc%3AAQAIAAAAwJO9SIpybyUOuak5JMKp8%2F0WRg4OXXyW9KJVAVJuPO0IHWySFxJCLwUEa0%2FUF4uzLDo6b3u7kzdwt5hCqGFdfWKquRGLP%2F59fCmMHQzjkzkgeQsHZ0521%2BQUXaMPVgnHeH2J2zwpGxgqyvGG31%2B1oDKUMszGP%2BP%2FvFUJ1mlTj5ws2gMXkzKNAIB8lAOj6JZCs84uefbGx0GVMNLFkZEdhmKLInL7spazzjNNVLt6ecv3pJ5qbp7PufJX21hunwBR9w%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
dell inspiron 15 5558 laptop,,,$35.00,US,,Used,https://www.ebay.com/itm/364307654445?hash=item54d26da72d%3Ag%3A-DMAAOSwg2xkWCv8&amdata=enc%3AAQAIAAAA4M0Ur7zZER2HOcSaYpeVjDjcQnW4Gfx2mZo6Jx4XMRMblJ%2BwWsydJ1Q6k%2BC9PxXS7DHQ5kX5m1%2BwE8OR2g%2B1P6L5GT%2FSYA81GdWCblJW06BkuB%2Fv0akq1zSvXhlMjJkZ%2FyLvqdhR5zEDVouKvCS37W9ZGYF61XKwblRGDF7UXuY25EdLo0FreXKxAZhYjI6vq8q6eWVhkoX%2B5I0%2BGCq9YHYPD9O%2BQg94JZX21bIu9Jq53i4JKoLxRxK9cqd2x%2BSC46ImNeoduySPhTaYA3upP32zsa8o6cC3I9GtUfqtRl2I%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Razer Blade 15 NVIDIA GTX 1660TI, Intel Core I7 9th Gen 2020 15’6in 144 Hz. ","$1,350.00",US,$815.00,US,,Open box,https://www.ebay.com/itm/364306040972?hash=item54d255088c%3Ag%3AA1gAAOSwKfxkWB7p&amdata=enc%3AAQAIAAAA4JP3tumolmrBNAaN4yXQDY6XKX09NXlF1%2Fb2w%2FFxafW%2BrY8WBzvp0pHYfUQlDKRAMOCd%2FDUKD6M23PBxYdiXVuh4WJq2i0MNiWKDDMCkYaEiYb9ELbMYdk8hh0KNdYkFyahV9G%2BP31mhkJfismY9W%2F24Q5X1bsO8vBPgTylzEDhy09RRQ%2BwTwoiYqMaYD%2FxHAhot42pZepyW8dYxWac3hjWrU4f2Pci0a5U0mkPb3gM3SKVErt1funDElAY27QBKAcwgPGwSCiNQayiFth5GFHlp9Dt18b6boCoT1m3BMs9T%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Lenovo N23 Chromebook 80YS 11.6"" Intel Celeron 1.6GHz 16GB SSD 4GB Ram w/charger",,,$23.00,US,,Used,https://www.ebay.com/itm/256114261590?hash=item3ba1997e56%3Ag%3AGzIAAOSwhcVkWBfy&amdata=enc%3AAQAIAAAA4EyeoXnAoLG%2Bwmg8rYA1iEsbDtV7X2l49HrY9NIPb%2BOZZSWPK%2FmKtJ%2BXQ1W1npGgOhNTCmVn%2FZg8RZv%2BWFvs8z3Gqyh4LQ%2F7s5lIyjb0zXWlWGUdw%2B12gIXfLVzeWV50RVQNMhFf%2FgFqXMEj9FugEHwHbJYs6IyswifHj5HuGfjib6G5FgzjtYCUJ4Wmdipw3UF%2FUY6csglKc%2BnGh7Kipzmj%2FmcqAlMagmRtnLEMufdQVqFHWmSknFzWalrgJgtlRX1k1QC0KNQ8D8ll7zM%2B0SRRi7neszzzpIka4dqz254O%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"HP Chromebook 14-db0023dx 14 inch (32GB, AMD A4 Dual-Core, 2.40GHz, 4GB)...",$45.00,US,$30.00,US,,Used,https://www.ebay.com/itm/354854352232?epid=19030897345&hash=item529ef7b568%3Ag%3Au3cAAOSwjxVkWBm8&amdata=enc%3AAQAIAAAAwPtDARONp1rZ%2BUBg2WSPyLW3%2Bw4lOOHApt1K5zqxzZClttsRfI5EMtcYdRBiYxoiY%2BD2Bw8Heo7hgXKHRCxtnlYIUefYMNMZNMA2z6Hljf6w0xeD09OK7IwXgZNDeIWVvVz9XR0uuIvSCMlG%2FRzW8ljlIBF40e0uaKVx8rstGudbHPEGcg2LnMdetmAB9PentlZUkUEaGLO4ZAP8AKdAbYs%2FPBTu8h%2BKolTkPm7n0w6xu1rWR9c1j%2FjGo0Ks%2BWm%2FYA%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Pink Dell INSPIRON 1545 15.6"" DUAL-CORE 2.13GHz 4GB RAM 500GB HDD WIFI, LINUX",,,$39.00,US,,Used,https://www.ebay.com/itm/266303696667?hash=item3e00efef1b%3Ag%3Amz0AAOSwMhBkWBCI&amdata=enc%3AAQAIAAAAwK7w4QByXv2uZ08QsNPK%2FYmiJKbQRFXXIcZk%2BJDP13GJeUXGVBP0s4PhLopk1pj3tZ8ABsJVuGqRA8c5TcJEPmbbG0Ct006fUow%2FHOA%2BDl8bx9vLz%2B6LK9z91WqiX9sksx6Asg8CDehnWx1%2FiwUP9NuKoWgTdFqp8FPMBhtUr68hir30%2BOMGExrV7cYDLYM2e6z5IPhNjAlJBkOXFUCMqE8x%2BqA7QyajEOE0HEIOM0T24cxJqiI%2BDRcsdX8xyqMUSQ%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Lenovo ThinkPad L13 13"" Intel Core i5-10210U 1.6Ghz 8GB RAM 238GB NVMe with Dock",$380.00,US,$250.00,US,,Used,https://www.ebay.com/itm/394684040666?hash=item5be50085da%3Ag%3ArCoAAOSwwplkWAUA&amdata=enc%3AAQAIAAAAwJAW1MJxZkCDOwYLLz6%2BOtTyfTPGvoXEZvzjkA68zZEvgFjiqNy4JaNJjn3IQUJwZ7SGv7Fyf2BAmy5YR3FRxlCnF0%2Fa6Ms6ilzuaFQfusiN%2FAt0Hg%2BI8FHcRgK2qKcoLs9mzT%2FtKxg5qlv3%2Fjfe6Vq4E3PSTgkldvjPWuugvyIG2BZRqkZB%2BdprM6SSN4j3Pj44ZTczBKJ%2BTSp5wFs%2FPV5a8T7IKpXlb%2FBZpxOTrrbo0E9VEqy2ZOf7fZtTaQR1mQ%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
Lenovo ThinkPad T480 14'' ( Intel Core i5-8th gen 1.60GHz 32GB RAM) NO SSD,$175.00,US,$100.00,US,,Used,https://www.ebay.com/itm/175778487811?epid=11059100170&hash=item28ed36de03%3Ag%3AIIwAAOSweIBkV7tC&amdata=enc%3AAQAIAAAAwHqHdTLTKJab12eY9dsvQa8Ou%2BnqUOA%2F77veyv3Bx7Do6QR2EQpvXuOvFGeaD%2Fh%2Bfjut0ZHXTWxtiMPe4tooRKrABkJOyolwq04fSqXCKfCz%2BvFYo73Ce7lQoJ5%2BRL08e4Ojmp%2BilPXF79xTFjFUJeIqgZ%2BdNak5gtVzZ19mive%2BrvkhZLss7F%2FOHCRMHxhYvOocYg2KAcqQJ8HJE02ZRy7HaFshrD2DOAKeQisKZJrfminJMV4KZWKv37SE%2FRHetg%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
Acer Nitro 5 2018 and charger | intel Core i5 | NVIDIA GeForce 1050 | 1TB,$455.00,US,$350.00,US,,Used,https://www.ebay.com/itm/404337076589?hash=item5e245e296d%3Ag%3APFQAAOSw8oZkV-6k&amdata=enc%3AAQAIAAAAwJ9k2qzTabo3mt%2FKsbGgtDcLxJp%2BRD5xRKBQcGs2ozgQKHoQPWrPx%2FYTBo9j3d%2F8xB9jlCqtoZeqgHvyssWry450wBH%2FnhZw3u1W97xBo6%2FtM6Mw2jhnxWsZh4VJ3K4buLPsFQKVZCUCWh76J0lBzlYfyOj%2BDsqNkxePGz%2FWbpAkh%2FKxRQ8DOzbq1wUin2TnGjYBQKyiSYDLHpxSZHq1II0SEfLqHJuKougDxWTnfe%2FQg9ADhTpTlbRopOk8iT6LvA%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"HP Pavilion dv4-1444dx 14.1''(Intel Core 2 Duo @ 2.0GHz,8GB Ram,320GB HDD)",,,$300.00,US,,Used,https://www.ebay.com/itm/385692279461?hash=item59cd0d22a5%3Ag%3AyFMAAOSwcjhkV-vk&amdata=enc%3AAQAIAAAAwIjYN2ceecXTF9mTgCwOuruCD5hzTBz93jbNhcSoFVBOiZugHpV81nIV33647gY8O%2BPBgWQv32ibF75HniEgn3WcQoHNnkez44gU34jYxHNRS6lEsPApL1zXHi3TJP4VnyR0S9%2BAIDIQJE6meR5EJH11an0%2FTdrq8%2F9jgU7WWeWailoKx2tyG1kkkBsZztung%2FEWy2%2BOiPlpjk0HgyIpFVzRMU04n6yJlWtyuks0sXgRuchgrdocH6I8OWOutiP2IQ%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"New-in Box, Microsoft surface laptop 5 13.5"", Wi-Fi, With Office 365 personal","$1,250.00",US,$950.00,US,,New,https://www.ebay.com/itm/295767087450?hash=item44dd17995a%3Ag%3AOrEAAOSwzPJkV989&amdata=enc%3AAQAIAAAAwIR4rsEqPOwfydqISHRZ23gr%2B0prbVWXTq5paESKM2PVhus7jxAZOzXRxcT4TwaiSi2W6uoWEK5U7ncGtRlZrn6fHHZgQlxmd8t2kIeM3Zt4aUc7sTiDFFWPA9fP4rJzbU0%2BlgFF6lSavBTq15z%2FCmQJ6M1gB2KHROUTxg7v83aHtIKFn5UB%2BOV4HPZR%2BbuOAKU%2Fq2Rid5Uz4Tel5cvNk4QuGh2y%2FycJVbNEhkEaY%2BaRhiCAQVZYhMSsobGS%2Fpbp3A%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
HP 840 G5  i5-8350U 1.7GHz 16GB 256GB SSD Webcam HDMI WIFI 1920x1080 FHD laptop,,,$93.00,US,,Used,https://www.ebay.com/itm/394691370667?epid=6060584111&hash=item5be5705eab%3Ag%3AMy0AAOSwwMVkV9jA&amdata=enc%3AAQAIAAAA4E%2BpKu48wtrDZpSaE7AneObbpVEk5CLMk%2By84aSDkweD%2FMMkxLJmNQ3w23IiBKqCUaEE2i8Stx7BY%2FPpq2lGDWY7fdNKyPINOqcblwzbusl0tbv6NLhXU5unWfnMnJIQvOasdZ9wZbFaFZPYHFetOuAScEAhBo%2BCTYb9tqUuiVBWNVoLTN%2B3QTo8myU%2FS47IEF0EmU59JfaXDWrSAhqTGnv79KpdPyDJgp0DG8BrzlNqgK2JBEi8V1K0px65LUfrycoHE%2FzrC2qcsSnBSJOtyvzZpNYJLBMp%2B2%2BzLUZ04Z%2BH%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Acer Aspire 5 15.6"" (128GB SSD, Intel Core i3 11th Gen., 4.10 GHz, 4GB) Laptop -",,,$180.00,US,,Open box,https://www.ebay.com/itm/394687053474?hash=item5be52e7ea2%3Ag%3A%7EecAAOSwZXxkV75T&amdata=enc%3AAQAIAAAA4Au87r7691%2BWOC5gESm5aR37SnHtHiLJBygFutHjGDHg2DbDvACsHaJjpCApeDrDqnQ60AzPJC2yVjf%2BmNG68UD4QIEmVSEiViqcThgxL5FxaE2oq5l2GCAWPyqzV%2BFipk1%2BCAoVtKoJBWPAet8Pgx2ZS9NkmH74tapkIoeVHdEeyuvbra%2F7fwu9SU0tqLGQWxY8MWCYusCnTu5iIJ8Rg5LUEzZ2o0pLzZWTCyJ4yw0qIhoKe6o%2B%2B1EIjsHiyH8v80b0gWrrR32clLQDfntHapY%2BokzrywTlKMEYTSqqw8LB%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
"Lenovo Legion Y540-15IRH 15.6"" Gaming Laptop",,,"$1,000.00",US,,Used,https://www.ebay.com/itm/275909998229?hash=item403d847695%3Ag%3ALJoAAOSwtKZkV8vh&amdata=enc%3AAQAIAAAAwL013uY5jGlCwPAoi%2BxKIzeK09AbzhhrF9fqnEU%2BQ8uGBVZz%2FUfeeoTGGRAVoMuU8ZVdBhgN9cyt4%2BHy4jytGGV3fArGq0vEbdcstdjpFISuTP1%2FvzGnyMNJw1IxuyIQ6zEhZ3fcqu1mPEkMKimv03vIFDcGM1LdR5GltGj5dKnZvvCsYl3Dpyg4ou0AK2lQNlqotdNxLoW0WmUMcTy9ouUWcMA%2F79JBFS135Zw5D7dA%2Bv5okPIj9YUDqwct3m2Pog%3D%3D%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
HP ELITEBOOK 745 G5 | Ryzen 7 Pro 2700U 16GB DDR4 256GBSSS FHD  vega GFx laptop,,,$132.50,US,,Used,https://www.ebay.com/itm/394689412488?hash=item5be5527d88%3Ag%3A6LcAAOSwWppkMaJV&amdata=enc%3AAQAIAAAA4AYVrVFoi9dxF%2BLizUHveEK6OruFVw3Z%2B%2BurevqCVO6Qb3ZUlbfTFABEXJe8Gb%2BRODAN85lH%2Fn65UNHuSWPGhRC%2FI3TpwfeBI6oz4WeXW8w9K7cvZAXA29Ac7hkuPGyzZfTNTty6C3bl1DZ0W%2BCnroaU7Dwz6haI3ZxJeuUw6CZWMZ6Zrs7paKkHMCj5HtJcv6j%2B7%2FiacGH8n2HKkYzg9U0pe4%2F7y2Z1m06PsidVDeN5rFZHh6PEi6CdKtruk8cxMywvWUfuuODhwcOZ06BnAYoPwdEjAUheYNitT6%2F09fij%7Ctkp%3ABk9SR7DbzIOcYg&LH_Auction=1
samsung book pro 360 2 in 1,,,$600.00,US,,Used,https://www.ebay.com/itm/364308448242?hash=item54d279c3f2%3Ag%3AiGgAAOSw%7E%7EdkVODe&amdata=enc%3AAQAIAAAA4FIjci4sgxkNCyzqrtsmslvciiSQ%2FejZuh6pjUq2EhlLQD68QEjG2bJw813C1%2BHPihN94G55Tgn5sZNUzm9fip8lXYFi2uSHv%2FEa5ZTWZK1Mur%2FdxS2Usn8o7KLeSgfZtPn5roCEzyeCj8LM7f7mi8vXm7zX4I0v%2BLOh4Yhc1GW2jPLZgWDX13ThWeo2YP1TjnWmnAziZxG1FzSWepzJ0NnBXthbXN3cfkH8pLxlL17a5tXS%2BnU2%2BXs1A8iUzJ7dFNREZXWzQyEVmzyF%2Fsij79jR7JQUzmnOYqCWty%2Be9e5Q%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
"Gigabyte AERO 15 OLED Thin and Light Laptop, 15.6 Thin Bezel UHD AMOLED Panel, ","$1,400.00",US,$950.00,US,,Used,https://www.ebay.com/itm/325698424087?hash=item4bd5238d17%3Ag%3ATs8AAOSwijVkV007&amdata=enc%3AAQAIAAAA4JMXr2Xr7nLr6akedAT2GHGfrOdUyzcSIVohYELax0iiLZU0umdH3gf43ukP9%2FKivBqjICiHvCeMPdm9ys3I97l3V7yDLdIjEuWHu5TiWmjZHu6jT44A2AyK6ioNyLer0oqeAMTxuYNn0VD5WZiqBoGB8N34JBnekCCWZ0Pk2seqgnZong%2F3aPsXijD%2F7hhyuLF8ZOIrKxgyo0xf%2FeFyy%2FwdT%2FHWlJiVMOiC8elGINemDHm%2BgSI5KBEpzV5KMNpYu%2B%2FA2vfFo9B3pL5UZ4IVxoWmvf5yb37RnWh%2BCfO1la2r%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
"ASUS C423NA 14” (64GB SSD, Intel Processor N3350, 2.40GHz, 4GB RAM) Chromebook -",$115.00,US,$85.00,US,,Used,https://www.ebay.com/itm/364308029690?epid=25033792659&hash=item54d27360fa%3Ag%3A8rcAAOSw-4BkVyjV&amdata=enc%3AAQAIAAAA4P3tBleFP5glZ%2BP217fQfRpoj8pgcA9a79pAImsezMyvFoWs61KvxUt3%2BPbnPqPdMBOO8MaL2nhla00ZsURbXAXHtWv0STE6VZ4Sn453gcAWJ62L0qp7ljJqdEhphb4rMYV9R%2FUyEC8QRtvSgkP4ivIiI1ZheOVOxVMcoOmIPuUfIypLxjfANvWmJqXyPzseSKOPUzOUtbZR0PhiP5jV%2F9faOhgwoKeqCE6zHc5dArn3h9bHsUkflwlvuh1cACRAREZVdpwxRMIC9zPcyKXhCyv6cZwFcFNpiYntqy4CUaL0%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
Lenovo ThinkPad 11e Yoga,$375.00,US,$280.00,US,,Used,https://www.ebay.com/itm/225624213505?hash=item3488404801%3Ag%3A4MYAAOSwbe9kVw5K&amdata=enc%3AAQAIAAAAwMXqLvfY6spig3%2BhVGUeh9Rm8kym5yySbH%2FKmfBUgZrJfydAM1Vk1n1Q056BHOFVmNUmNHiMnW35rYNQ0k1JniMd8dfp30P9JBpCJJfl%2B9A0YEphgByIBY3nvng5E3%2BLCNLjy6drGO%2B43HtQTtAcJogxShkQIujtR2E7kudUEBivbawdiAitadYUqFdDq6aR1gKh1LEB0q1IsSyHFtA6E0Wvt2rM4BbA4yXx%2F2JSJjxfYealQAeB%2FkhBhVg5Xm0vOQ%3D%3D%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
"HP EliteBook 755 G5 AMD Ryzen 2700U, 256GB SSD, 8GB RAM 15.6"" Backlit Keyboard",$300.00,US,$199.00,US,,Used,https://www.ebay.com/itm/285333049096?hash=item426f2ccf08%3Ag%3AVmsAAOSw9ONkVvSG&amdata=enc%3AAQAIAAAA4CdxSZM6ksmnI4PvqZU9UJqjBpzVHSFfycBxqVv1Ud5inGmxhvxmNeOdGy0s4bny91B0Jruw35Jfb7zo%2FhscgDiTHVGLJhhU6Wvtx%2FV7r%2F4VsYlNqyrTsnhjvGtjk98rzVjC4c1BvjoHusBUQuDkeBfW4pQ0fqcgfgBJY8lnyQetmViNkL8Qfuh80%2F%2BQ42T8iQ7nareOTxfm8kGItEKLJ%2BUKUGxP6oELuwEBZZyishYikTeLCgem7te0IG0wTe6Gd7E6h74NQZqFNxmBxKW4DzDPv05gMcmQwfcaSGNqSVFj%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
Hp Beats Sleekbook 4t-1000,$250.00,US,$150.00,US,,Used,https://www.ebay.com/itm/275905331710?hash=item403d3d41fe%3Ag%3AkBsAAOSwD6VkVsno&amdata=enc%3AAQAIAAAA4H66nZZttKnl8CCaEzZL0Vur30gIASh2bkp3stF9uC%2FCgU26%2BRMonHUIgnXdctXMEmAocyiL5A63AwvCQSYklJFpgrarR2xRKc62dupe8Cuz3ytp99jpdsXFrouI1mEa878Q4pAIhXyAtBoF6umEFOF1Z3h9yEy5ulBBGed0%2FAjb1QVsHxuBJE2mvwvSVbwP5VTTHG8k5MHXGyEgyWwAjTJdt8W%2B6vCDxmCxDYQe%2FcqeGig9jD7jdIv5VyVU6oRwUBFevUFAK5oQq5d1iBzfVRBR3Ea5sXF575cLOpE1igEn%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
"Dell Precision 3561 15.6"" (512GB SSD, Intel Core i7-11850H, 2.50 GHz, 32GB,...","$1,800.00",US,"$1,100.00",US,,Used,https://www.ebay.com/itm/385685703027?hash=item59cca8c973%3Ag%3AUycAAOSwy4dkVruM&amdata=enc%3AAQAIAAAAwMZyGxSV4BCLzi2B4%2Bi6IoSn0i93e4u%2F5GGxpIM1dbCKuhv8LDDdgXzrSYzc%2BzHx5y7wYVrJBWD%2BhZX662Uh0qfDx8uFQMwdSebH%2FWXyJE0HUeaFHCfBQ8nW1FYYIa6Bos8JWepUeYhmcsekV10MDfXqL9kBBGv7hzSQMHP0MApisHtfr6fG5Mj5zCQHXjAlX0LsnOZoF5hj8bIpgRY%2BQcSkzWYUv7YygNsotHkVDkJ145CPBlpf0GXDN3OR8IjdZw%3D%3D%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
"Lenovo IdeaPad Gaming 3 (3050 Ti) 15.6"" (256GB SSD, AMD Ryzen 5 5000 series)",,,$585.00,US,,Used,https://www.ebay.com/itm/204373308963?epid=3057316824&hash=item2f95993623%3Ag%3A%7En8AAOSwz2ZkVrNU&amdata=enc%3AAQAIAAAA4LLqCNu%2FpFN1q1NuGQKcai3AT7t%2BybKJFLByCBnEDMzpq6bi72oqZzlGOyQ66L7HnKPwB2jhowS64qbrrjwOLoCrPCiMZnqRvjark8E9M4YExcEoTuYYbvqVwKRhQ%2By02s0AuOC%2BIo%2FbGfeJS8aO6kHkuV7UqoI5oXgMr2EYXDd0as%2BkvAIfuE%2Fkf1vLtqivafFV%2BtZayq3hZA%2FKyIt6NPUTTX4OwuU5p66GZfJz9GoTc4iC7N7YEznEjEVstb8IGVruEjJtjYoZwnru1SlBR8HHTI%2FIjWk9IwFcOF%2FlSH4S%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
DELL LAPTOP INSPIRON N5010 INTEL CORE I3 2.25ghz 4GB RAM 465GB Read Description,,,$50.00,US,,Used,https://www.ebay.com/itm/166183930204?hash=item26b155895c%3Ag%3A1-YAAOSwoF1kVrJK&amdata=enc%3AAQAIAAAA4Pa0IjOgJFwkyiCMWwgQJ525QmmWssFlWyO5vZSXvj1YoTPDm%2BvFu%2FmYunmx%2FFRP%2FDHhvIrxEUmzMDw9RK3%2BkO%2BkPI9E0xH949Os8UnAJddXkNvw%2BmJwDNsMN8tkeRdsPzlvEVz5i5sRIR2N%2FDHc%2FVZrPWo%2BEHlXz1mtuPVpL9imOI7EH5S6uJ5LuQf%2BOeTSveY%2BuVby9tXPwoJrGxGKUPkM1QvEQtQkeMtRA6AZ59lHsrE11O92FWRScmz7vr%2Fysl066We10bSZNU2sKYGb0XygEJ2SzTFHs4A0Nvobs4%2B8%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
MSI GS65 Stealth 9SE GAMING LAPTOP,"$1,150.00",US,$850.00,US,,Used,https://www.ebay.com/itm/404343528261?hash=item5e24c09b45%3Ag%3AbigAAOSwkO1kVocv&amdata=enc%3AAQAIAAAAwFF3IgkBCBrWFa1ABhvStOuqcN%2FEATD%2FG4pfRM8SI0SWwWvgO3gWx29eV09CUX9WpRW3PF2g1A38wsvirS%2BNTyET17wQDVpSGVO6R5b%2B60X%2BiAM2NF7Uld%2Fw7KCEkEy%2BceUlx1URO3UbVE1KoWE0qX2%2BvXJoPh9de0wLwGe1sYolsqsfmNjzvNyHYZZIubwK8FvWeM0C0AefFLZGlSpx0SvTk8pJCjMDTJRBeE3S8KV4s2x8k05fdZSrBqAg0eB61A%3D%3D%7Ctkp%3ABk9SR7LbzIOcYg&LH_Auction=1
